item_id,store_id,category,season,price,discount,days_on_rack,sold_quantity,sold_flag
Item_1279,Store_12,Saree,Winter,5416,0.24,19,4,0
Item_1280,Store_16,Kurta,Wedding,9625,0.02,85,11,1
Item_1281,Store_12,Lehenga,Wedding,6141,0.49,102,4,0
Item_1282,Store_15,Sherwani,Festive,5968,0.36,85,3,0
Item_1283,Store_10,Kurta,Festive,4671,0.16,56,1,0
Item_1284,Store_7,Sherwani,Wedding,8292,0.16,62,7,1
Item_1285,Store_20,Kurta,Wedding,8001,0.22,45,5,1
Item_1286,Store_5,Lehenga,Festive,3098,0.31,48,7,1
Item_1287,Store_1,Lehenga,Summer,9444,0.07,8,5,1
Item_1288,Store_17,Sherwani,Festive,6061,0.09,81,2,0
Item_1289,Store_3,Lehenga,Summer,4264,0.43,72,5,1
Item_1290,Store_13,Saree,Winter,6435,0.13,11,9,1
Item_1291,Store_14,Kurta,Winter,9493,0.19,50,11,1
Item_1292,Store_18,Lehenga,Festive,7691,0.44,13,6,1
Item_1293,Store_4,Saree,Summer,3763,0.33,91,6,1
Item_1294,Store_18,Sherwani,Festive,5005,0.17,37,3,0
Item_1295,Store_5,Saree,Festive,4241,0.34,37,8,1
Item_1296,Store_16,Sherwani,Summer,4057,0.01,88,3,0
Item_1297,Store_1,Sherwani,Festive,1550,0.37,8,8,1
Item_1298,Store_14,Kurta,Winter,6574,0.24,69,7,1
Item_1299,Store_15,Kurta,Wedding,6411,0.41,110,6,1
Item_1300,Store_9,Saree,Wedding,2587,0.48,38,6,1
Item_1301,Store_15,Kurta,Festive,6920,0.46,95,3,0
Item_1302,Store_17,Kurta,Summer,6260,0.45,89,7,1
Item_1303,Store_4,Kurta,Summer,5409,0.26,92,4,0
Item_1304,Store_12,Saree,Winter,6783,0.18,83,4,0
Item_1305,Store_5,Lehenga,Summer,1712,0.23,103,10,1
Item_1306,Store_5,Kurta,Summer,6406,0.34,68,6,1
Item_1307,Store_11,Kurta,Winter,8990,0.44,29,2,0
Item_1308,Store_6,Saree,Festive,8420,0.1,59,4,0
Item_1309,Store_7,Lehenga,Wedding,7843,0.46,13,3,0
Item_1310,Store_14,Kurta,Winter,3433,0.41,21,9,1
Item_1311,Store_11,Sherwani,Festive,4301,0.49,25,6,1
Item_1312,Store_13,Saree,Winter,1270,0.44,64,3,0
Item_1313,Store_2,Kurta,Festive,2079,0.14,17,7,1
Item_1314,Store_7,Kurta,Winter,6322,0.05,7,5,1
Item_1315,Store_20,Sherwani,Festive,9795,0.06,72,7,1
Item_1316,Store_4,Sherwani,Winter,6257,0.15,8,7,1
Item_1317,Store_8,Saree,Festive,8982,0.31,111,2,0
Item_1318,Store_20,Saree,Winter,7214,0.4,96,7,1
Item_1319,Store_19,Sherwani,Wedding,6006,0.45,11,3,0
Item_1320,Store_13,Saree,Wedding,4985,0.31,30,7,1
Item_1321,Store_14,Sherwani,Summer,9791,0.0,79,5,1
Item_1322,Store_10,Kurta,Festive,9705,0.09,28,8,1
Item_1323,Store_11,Sherwani,Winter,6991,0.05,111,3,0
Item_1324,Store_2,Sherwani,Festive,7227,0.18,14,7,1
Item_1325,Store_9,Lehenga,Wedding,8833,0.25,105,4,0
Item_1326,Store_17,Sherwani,Festive,3886,0.02,17,3,0
Item_1327,Store_3,Sherwani,Winter,3653,0.17,48,3,0
Item_1328,Store_6,Lehenga,Festive,5864,0.09,110,2,0
Item_1329,Store_5,Saree,Winter,3514,0.32,43,9,1
Item_1330,Store_5,Lehenga,Wedding,4969,0.23,23,10,1
Item_1331,Store_15,Kurta,Wedding,4284,0.25,55,7,1
Item_1332,Store_17,Lehenga,Wedding,8740,0.21,23,7,1
Item_1333,Store_9,Kurta,Summer,5566,0.48,80,4,0
Item_1334,Store_3,Saree,Wedding,3196,0.11,56,4,0
Item_1335,Store_20,Lehenga,Festive,1789,0.26,90,5,1
Item_1336,Store_17,Lehenga,Summer,4475,0.37,51,3,0
Item_1337,Store_10,Saree,Wedding,2309,0.28,105,7,1
Item_1338,Store_3,Kurta,Festive,1864,0.46,34,4,0
Item_1339,Store_18,Lehenga,Festive,6389,0.19,50,4,0
Item_1340,Store_18,Kurta,Festive,4363,0.23,80,4,0
Item_1341,Store_17,Lehenga,Winter,9215,0.04,97,8,1
Item_1342,Store_3,Sherwani,Summer,4003,0.3,25,5,1
Item_1343,Store_3,Lehenga,Festive,9502,0.14,79,3,0
Item_1344,Store_6,Saree,Winter,2231,0.08,105,11,1
Item_1345,Store_13,Saree,Wedding,8959,0.27,52,7,1
Item_1346,Store_15,Kurta,Festive,3711,0.27,66,5,1
Item_1347,Store_9,Lehenga,Winter,7581,0.04,62,6,1
Item_1348,Store_4,Kurta,Festive,8705,0.35,22,2,0
Item_1349,Store_14,Kurta,Summer,1421,0.31,112,1,0
Item_1350,Store_5,Sherwani,Summer,1946,0.09,63,3,0
Item_1351,Store_2,Sherwani,Wedding,2834,0.23,95,5,1
Item_1352,Store_11,Saree,Festive,2564,0.36,105,7,1
Item_1353,Store_9,Kurta,Winter,8332,0.26,52,3,0
Item_1354,Store_3,Saree,Wedding,5944,0.2,67,4,0
Item_1355,Store_9,Lehenga,Festive,2308,0.16,16,2,0
Item_1356,Store_3,Kurta,Wedding,3986,0.31,91,5,1
Item_1357,Store_2,Kurta,Winter,1386,0.47,38,2,0
Item_1358,Store_12,Lehenga,Wedding,7131,0.34,65,5,1
Item_1359,Store_10,Lehenga,Wedding,4258,0.04,106,7,1
Item_1360,Store_9,Saree,Wedding,7121,0.23,91,3,0
Item_1361,Store_15,Saree,Festive,5811,0.45,57,6,1
Item_1362,Store_8,Lehenga,Winter,7574,0.05,29,3,0
Item_1363,Store_5,Saree,Summer,7697,0.49,66,10,1
Item_1364,Store_11,Lehenga,Festive,4933,0.47,8,5,1
Item_1365,Store_2,Kurta,Summer,2439,0.04,98,3,0
Item_1366,Store_15,Kurta,Summer,7169,0.47,98,7,1
Item_1367,Store_6,Sherwani,Festive,5480,0.18,17,3,0
Item_1368,Store_8,Kurta,Festive,1055,0.42,46,5,1
Item_1369,Store_5,Lehenga,Winter,4324,0.21,53,4,0
Item_1370,Store_16,Saree,Winter,7777,0.22,82,7,1
Item_1371,Store_18,Sherwani,Wedding,1105,0.32,60,4,0
Item_1372,Store_6,Saree,Summer,4201,0.39,51,4,0
Item_1373,Store_5,Lehenga,Winter,1669,0.02,12,3,0
Item_1374,Store_16,Kurta,Wedding,9934,0.3,59,6,1
Item_1375,Store_13,Sherwani,Winter,1966,0.09,92,10,1
Item_1376,Store_5,Lehenga,Festive,1307,0.17,22,3,0
Item_1377,Store_13,Sherwani,Winter,3138,0.17,39,5,1
Item_1378,Store_17,Sherwani,Summer,1109,0.23,93,4,0
Item_1379,Store_18,Kurta,Winter,4632,0.17,85,5,1
Item_1380,Store_8,Lehenga,Summer,7728,0.05,36,2,0
Item_1381,Store_13,Saree,Festive,6684,0.07,28,3,0
Item_1382,Store_19,Sherwani,Summer,7499,0.02,11,4,0
Item_1383,Store_3,Sherwani,Winter,2915,0.24,17,6,1
Item_1384,Store_8,Saree,Wedding,1556,0.48,95,7,1
Item_1385,Store_2,Lehenga,Festive,8619,0.06,116,4,0
Item_1386,Store_8,Sherwani,Winter,1104,0.47,73,7,1
Item_1387,Store_13,Sherwani,Festive,3047,0.37,104,4,0
Item_1388,Store_13,Sherwani,Festive,1145,0.32,94,5,1
Item_1389,Store_1,Lehenga,Winter,1873,0.32,46,6,1
Item_1390,Store_6,Lehenga,Winter,1298,0.41,113,9,1
Item_1391,Store_19,Saree,Wedding,4238,0.05,35,3,0
Item_1392,Store_16,Lehenga,Festive,9837,0.25,78,9,1
Item_1393,Store_8,Lehenga,Festive,7382,0.35,114,6,1
Item_1394,Store_1,Kurta,Winter,3511,0.29,30,2,0
Item_1395,Store_16,Saree,Summer,7596,0.42,90,9,1
Item_1396,Store_9,Sherwani,Winter,1783,0.04,80,4,0
Item_1397,Store_13,Lehenga,Festive,5992,0.35,36,5,1
Item_1398,Store_11,Sherwani,Winter,1370,0.27,95,5,1
Item_1399,Store_13,Sherwani,Wedding,1486,0.19,101,4,0
Item_1400,Store_10,Kurta,Summer,8378,0.17,56,3,0
Item_1401,Store_4,Lehenga,Winter,4196,0.31,24,5,1
Item_1402,Store_6,Saree,Wedding,5287,0.45,107,4,0
Item_1403,Store_7,Lehenga,Festive,3261,0.25,109,3,0
Item_1404,Store_5,Sherwani,Winter,9572,0.41,44,5,1
Item_1405,Store_11,Saree,Festive,1238,0.2,63,6,1
Item_1406,Store_13,Lehenga,Wedding,7843,0.05,81,9,1
Item_1407,Store_19,Sherwani,Festive,2105,0.03,18,3,0
Item_1408,Store_10,Sherwani,Wedding,2386,0.03,48,5,1
Item_1409,Store_10,Kurta,Wedding,2667,0.19,108,7,1
Item_1410,Store_11,Kurta,Wedding,3691,0.17,90,5,1
Item_1411,Store_7,Kurta,Winter,8756,0.36,86,2,0
Item_1412,Store_18,Sherwani,Festive,2996,0.37,52,5,1
Item_1413,Store_4,Lehenga,Festive,2425,0.03,97,7,1
Item_1414,Store_2,Kurta,Summer,9023,0.11,47,8,1
Item_1415,Store_14,Lehenga,Summer,7849,0.14,20,2,0
Item_1416,Store_13,Kurta,Summer,4247,0.27,114,3,0
Item_1417,Store_12,Saree,Summer,3592,0.07,39,6,1
Item_1418,Store_7,Saree,Festive,2490,0.07,57,3,0
Item_1419,Store_2,Kurta,Wedding,2224,0.47,38,6,1
Item_1420,Store_13,Sherwani,Wedding,3587,0.4,7,10,1
Item_1421,Store_14,Kurta,Winter,8714,0.09,72,2,0
Item_1422,Store_17,Kurta,Wedding,4064,0.2,9,6,1
Item_1423,Store_9,Sherwani,Festive,8804,0.18,14,5,1
Item_1424,Store_17,Saree,Festive,1832,0.4,56,3,0
Item_1425,Store_8,Lehenga,Festive,3440,0.26,33,4,0
Item_1426,Store_2,Kurta,Winter,5795,0.06,100,5,1
Item_1427,Store_13,Sherwani,Summer,2646,0.37,35,5,1
Item_1428,Store_3,Kurta,Wedding,1440,0.2,70,9,1
Item_1429,Store_16,Sherwani,Festive,6956,0.13,80,6,1
Item_1430,Store_6,Lehenga,Festive,3367,0.19,95,4,0
Item_1431,Store_19,Lehenga,Summer,7696,0.25,73,3,0
Item_1432,Store_7,Saree,Festive,6190,0.17,41,4,0
Item_1433,Store_10,Sherwani,Wedding,5663,0.12,31,2,0
Item_1434,Store_9,Sherwani,Winter,8062,0.2,91,5,1
Item_1435,Store_2,Saree,Festive,5331,0.01,37,4,0
Item_1436,Store_15,Saree,Wedding,4034,0.39,72,2,0
Item_1437,Store_5,Sherwani,Festive,4262,0.09,63,5,1
Item_1438,Store_4,Saree,Summer,3107,0.02,68,11,1
Item_1439,Store_20,Lehenga,Festive,8036,0.33,89,4,0
Item_1440,Store_4,Kurta,Festive,5320,0.39,92,6,1
Item_1441,Store_18,Lehenga,Winter,6938,0.41,48,2,0
Item_1442,Store_4,Saree,Summer,3747,0.25,99,4,0
Item_1443,Store_17,Sherwani,Summer,5677,0.1,112,9,1
Item_1444,Store_12,Sherwani,Winter,8972,0.37,116,2,0
Item_1445,Store_17,Lehenga,Festive,5264,0.35,92,5,1
Item_1446,Store_10,Sherwani,Wedding,4133,0.12,53,4,0
Item_1447,Store_1,Saree,Summer,2465,0.45,57,5,1
Item_1448,Store_18,Lehenga,Summer,5109,0.05,78,3,0
Item_1449,Store_18,Sherwani,Festive,3211,0.49,53,4,0
Item_1450,Store_14,Kurta,Festive,6539,0.43,117,5,1
Item_1451,Store_15,Kurta,Summer,2689,0.34,118,7,1
Item_1452,Store_12,Saree,Festive,8727,0.47,70,6,1
Item_1453,Store_4,Sherwani,Wedding,8764,0.36,99,5,1
Item_1454,Store_3,Saree,Summer,5541,0.1,67,7,1
Item_1455,Store_20,Lehenga,Wedding,4541,0.22,29,5,1
Item_1456,Store_12,Kurta,Wedding,1818,0.04,8,9,1
Item_1457,Store_7,Lehenga,Festive,5521,0.19,55,5,1
Item_1458,Store_11,Sherwani,Wedding,2124,0.37,15,5,1
Item_1459,Store_1,Saree,Festive,6660,0.19,21,8,1
Item_1460,Store_6,Saree,Winter,6641,0.17,112,4,0
Item_1461,Store_15,Saree,Festive,2129,0.3,70,2,0
Item_1462,Store_15,Lehenga,Wedding,2702,0.44,74,5,1
Item_1463,Store_19,Kurta,Winter,3001,0.02,77,3,0
Item_1464,Store_11,Lehenga,Festive,7912,0.19,73,2,0
Item_1465,Store_2,Lehenga,Wedding,4878,0.08,88,5,1
Item_1466,Store_14,Sherwani,Summer,8232,0.35,33,8,1
Item_1467,Store_2,Sherwani,Summer,7331,0.05,89,3,0
Item_1468,Store_4,Sherwani,Festive,7035,0.33,77,4,0
Item_1469,Store_17,Kurta,Festive,7523,0.14,96,11,1
Item_1470,Store_3,Kurta,Summer,9111,0.1,76,4,0
Item_1471,Store_13,Sherwani,Wedding,9736,0.47,99,7,1
Item_1472,Store_9,Sherwani,Wedding,3401,0.01,24,1,0
Item_1473,Store_7,Kurta,Wedding,9974,0.22,31,3,0
Item_1474,Store_15,Saree,Festive,1539,0.01,12,2,0
Item_1475,Store_11,Kurta,Winter,6615,0.24,89,6,1
Item_1476,Store_20,Kurta,Winter,3956,0.25,65,3,0
Item_1477,Store_2,Kurta,Winter,9077,0.16,32,5,1
Item_1478,Store_15,Sherwani,Winter,4722,0.07,91,8,1
Item_1479,Store_14,Saree,Winter,6087,0.19,74,8,1
Item_1480,Store_20,Kurta,Festive,7460,0.34,7,2,0
Item_1481,Store_11,Sherwani,Festive,3170,0.39,73,6,1
Item_1482,Store_3,Lehenga,Winter,4391,0.27,77,7,1
Item_1483,Store_17,Lehenga,Festive,7942,0.29,11,3,0
Item_1484,Store_12,Kurta,Festive,2616,0.1,64,4,0
Item_1485,Store_15,Lehenga,Winter,7458,0.14,8,8,1
Item_1486,Store_16,Saree,Wedding,3756,0.08,107,6,1
Item_1487,Store_5,Lehenga,Festive,7853,0.12,9,5,1
Item_1488,Store_20,Lehenga,Wedding,8709,0.11,15,2,0
Item_1489,Store_6,Saree,Festive,2936,0.26,19,6,1
Item_1490,Store_19,Kurta,Festive,4091,0.28,68,5,1
Item_1491,Store_5,Kurta,Winter,1968,0.47,102,8,1
Item_1492,Store_3,Saree,Festive,8297,0.1,17,3,0
Item_1493,Store_1,Saree,Summer,4203,0.32,116,5,1
Item_1494,Store_6,Saree,Summer,7499,0.41,11,4,0
Item_1495,Store_15,Lehenga,Winter,6173,0.28,108,7,1
Item_1496,Store_2,Saree,Wedding,1889,0.13,10,9,1
Item_1497,Store_3,Sherwani,Wedding,9984,0.13,60,6,1
Item_1498,Store_17,Lehenga,Wedding,8382,0.02,68,13,1
Item_1499,Store_12,Kurta,Summer,4531,0.15,107,3,0
Item_1500,Store_18,Kurta,Wedding,1801,0.37,54,7,1
Item_1501,Store_15,Kurta,Wedding,9234,0.02,34,5,1
Item_1502,Store_12,Lehenga,Winter,4349,0.11,26,6,1
Item_1503,Store_16,Sherwani,Wedding,9005,0.35,29,11,1
Item_1504,Store_8,Saree,Summer,4201,0.39,32,7,1
Item_1505,Store_14,Saree,Summer,1349,0.23,88,4,0
Item_1506,Store_17,Kurta,Summer,1583,0.35,43,8,1
Item_1507,Store_8,Kurta,Winter,4377,0.19,71,6,1
Item_1508,Store_15,Lehenga,Winter,7028,0.08,9,4,0
Item_1509,Store_14,Sherwani,Festive,8694,0.2,69,4,0
Item_1510,Store_18,Saree,Wedding,7196,0.29,19,7,1
Item_1511,Store_20,Lehenga,Winter,8083,0.47,94,8,1
Item_1512,Store_7,Saree,Summer,4401,0.03,71,3,0
Item_1513,Store_3,Kurta,Summer,4185,0.25,44,8,1
Item_1514,Store_12,Saree,Winter,6285,0.16,109,6,1
Item_1515,Store_3,Sherwani,Winter,7772,0.25,115,8,1
Item_1516,Store_20,Sherwani,Winter,9490,0.01,110,3,0
Item_1517,Store_14,Kurta,Festive,4347,0.16,102,3,0
Item_1518,Store_15,Sherwani,Summer,1788,0.41,73,7,1
Item_1519,Store_14,Sherwani,Festive,5945,0.28,99,6,1
Item_1520,Store_7,Lehenga,Festive,3889,0.23,119,6,1
Item_1521,Store_17,Saree,Wedding,6273,0.14,81,4,0
Item_1522,Store_12,Kurta,Summer,4272,0.15,47,3,0
Item_1523,Store_20,Kurta,Summer,6234,0.19,5,7,1
Item_1524,Store_4,Kurta,Winter,7902,0.42,26,7,1
Item_1525,Store_9,Kurta,Winter,8612,0.48,66,7,1
Item_1526,Store_6,Kurta,Wedding,3492,0.22,83,5,1
Item_1527,Store_16,Sherwani,Festive,7745,0.2,30,4,0
Item_1528,Store_2,Lehenga,Winter,5240,0.42,22,4,0
Item_1529,Store_8,Kurta,Winter,3322,0.21,52,7,1
Item_1530,Store_11,Lehenga,Summer,6298,0.28,13,5,1
Item_1531,Store_13,Lehenga,Summer,2861,0.12,5,4,0
Item_1532,Store_17,Sherwani,Winter,7620,0.37,111,3,0
Item_1533,Store_8,Kurta,Summer,5047,0.27,13,3,0
Item_1534,Store_18,Sherwani,Wedding,8581,0.4,27,3,0
Item_1535,Store_18,Kurta,Winter,8320,0.39,111,6,1
Item_1536,Store_14,Sherwani,Summer,2098,0.11,49,5,1
Item_1537,Store_15,Lehenga,Wedding,6247,0.36,6,5,1
Item_1538,Store_6,Kurta,Summer,2734,0.4,18,4,0
Item_1539,Store_11,Saree,Summer,5663,0.17,42,8,1
Item_1540,Store_13,Lehenga,Summer,6909,0.09,44,7,1
Item_1541,Store_1,Saree,Winter,4416,0.0,67,4,0
Item_1542,Store_6,Lehenga,Festive,7302,0.23,86,3,0
Item_1543,Store_9,Sherwani,Summer,8593,0.18,20,4,0
Item_1544,Store_8,Kurta,Wedding,1680,0.28,97,7,1
Item_1545,Store_11,Lehenga,Winter,9163,0.09,112,9,1
Item_1546,Store_19,Sherwani,Winter,3070,0.43,79,8,1
Item_1547,Store_9,Kurta,Wedding,7668,0.13,10,3,0
Item_1548,Store_17,Kurta,Summer,9001,0.11,7,5,1
Item_1549,Store_12,Lehenga,Festive,3191,0.24,18,6,1
Item_1550,Store_14,Kurta,Summer,9859,0.25,70,7,1
Item_1551,Store_15,Lehenga,Wedding,8586,0.11,100,6,1
Item_1552,Store_16,Kurta,Winter,9872,0.14,99,5,1
Item_1553,Store_20,Saree,Festive,3846,0.08,79,8,1
Item_1554,Store_1,Sherwani,Winter,3463,0.36,90,7,1
Item_1555,Store_10,Saree,Wedding,7837,0.39,71,4,0
Item_1556,Store_8,Lehenga,Summer,5922,0.23,118,6,1
Item_1557,Store_18,Saree,Festive,5392,0.36,35,9,1
Item_1558,Store_1,Lehenga,Winter,4183,0.37,37,6,1
Item_1559,Store_2,Kurta,Winter,4167,0.07,92,5,1
Item_1560,Store_1,Kurta,Winter,3997,0.48,5,4,0
Item_1561,Store_1,Lehenga,Summer,7521,0.41,48,3,0
Item_1562,Store_9,Saree,Festive,4227,0.1,19,0,0
Item_1563,Store_13,Kurta,Summer,7564,0.09,41,6,1
Item_1564,Store_1,Sherwani,Summer,3024,0.06,31,3,0
Item_1565,Store_13,Kurta,Summer,1329,0.07,106,4,0
Item_1566,Store_20,Sherwani,Wedding,3486,0.37,52,4,0
Item_1567,Store_7,Saree,Wedding,2155,0.23,31,8,1
Item_1568,Store_2,Sherwani,Wedding,5477,0.39,112,3,0
Item_1569,Store_6,Sherwani,Festive,3185,0.37,16,4,0
Item_1570,Store_7,Sherwani,Summer,8086,0.3,71,2,0
Item_1571,Store_14,Sherwani,Summer,3317,0.34,34,5,1
Item_1572,Store_18,Kurta,Wedding,4621,0.01,100,7,1
Item_1573,Store_15,Sherwani,Summer,5491,0.16,91,9,1
Item_1574,Store_2,Kurta,Summer,3511,0.32,70,8,1
Item_1575,Store_10,Sherwani,Winter,8842,0.0,11,10,1
Item_1576,Store_12,Lehenga,Summer,9641,0.02,38,6,1
Item_1577,Store_17,Saree,Winter,8848,0.43,36,14,1
Item_1578,Store_8,Sherwani,Summer,6404,0.34,43,3,0
Item_1579,Store_11,Lehenga,Festive,6393,0.13,100,6,1
Item_1580,Store_3,Sherwani,Wedding,2293,0.34,47,8,1
Item_1581,Store_6,Sherwani,Winter,3465,0.4,47,4,0
Item_1582,Store_9,Sherwani,Wedding,4175,0.15,82,6,1
Item_1583,Store_6,Lehenga,Winter,8849,0.02,7,8,1
Item_1584,Store_9,Saree,Winter,9444,0.47,50,9,1
Item_1585,Store_7,Lehenga,Winter,9210,0.17,36,6,1
Item_1586,Store_9,Saree,Festive,3759,0.05,47,9,1
Item_1587,Store_18,Sherwani,Summer,6255,0.25,104,1,0
Item_1588,Store_12,Kurta,Winter,9414,0.38,85,6,1
Item_1589,Store_8,Sherwani,Festive,1002,0.11,116,6,1
Item_1590,Store_8,Saree,Winter,9130,0.13,7,7,1
Item_1591,Store_18,Lehenga,Summer,2259,0.12,78,4,0
Item_1592,Store_20,Sherwani,Winter,9190,0.5,67,13,1
Item_1593,Store_15,Lehenga,Festive,5323,0.1,115,3,0
Item_1594,Store_7,Lehenga,Summer,6773,0.29,44,5,1
Item_1595,Store_11,Lehenga,Festive,3568,0.46,22,4,0
Item_1596,Store_20,Sherwani,Summer,2885,0.07,71,4,0
Item_1597,Store_16,Lehenga,Summer,8060,0.49,107,8,1
Item_1598,Store_4,Lehenga,Wedding,8844,0.47,66,3,0
Item_1599,Store_6,Sherwani,Wedding,7111,0.44,14,2,0
Item_1600,Store_3,Lehenga,Wedding,3338,0.11,56,4,0
Item_1601,Store_9,Sherwani,Summer,4758,0.32,77,5,1
Item_1602,Store_10,Saree,Winter,5810,0.38,50,5,1
Item_1603,Store_14,Saree,Festive,7791,0.49,59,6,1
Item_1604,Store_11,Saree,Festive,8171,0.09,50,7,1
Item_1605,Store_18,Lehenga,Festive,3731,0.38,79,6,1
Item_1606,Store_12,Kurta,Wedding,1869,0.17,64,4,0
Item_1607,Store_12,Kurta,Summer,6166,0.09,101,10,1
Item_1608,Store_13,Lehenga,Wedding,1093,0.21,104,7,1
Item_1609,Store_13,Kurta,Winter,3987,0.4,30,5,1
Item_1610,Store_19,Sherwani,Summer,9627,0.23,31,2,0
Item_1611,Store_19,Kurta,Festive,5947,0.27,42,5,1
Item_1612,Store_14,Lehenga,Wedding,7651,0.5,26,4,0
Item_1613,Store_4,Lehenga,Wedding,7979,0.2,30,3,0
Item_1614,Store_13,Sherwani,Winter,7794,0.31,90,2,0
Item_1615,Store_8,Saree,Winter,7524,0.18,73,2,0
Item_1616,Store_19,Lehenga,Wedding,4144,0.2,39,6,1
Item_1617,Store_12,Sherwani,Winter,4587,0.35,70,12,1
Item_1618,Store_18,Kurta,Festive,1076,0.47,103,7,1
Item_1619,Store_6,Kurta,Winter,9959,0.27,77,1,0
Item_1620,Store_18,Sherwani,Winter,7553,0.38,119,8,1
Item_1621,Store_19,Sherwani,Wedding,9297,0.04,55,4,0
Item_1622,Store_5,Lehenga,Wedding,7694,0.11,117,3,0
Item_1623,Store_9,Kurta,Summer,3873,0.25,22,10,1
Item_1624,Store_3,Sherwani,Summer,4346,0.01,47,2,0
Item_1625,Store_10,Kurta,Wedding,8024,0.13,16,7,1
Item_1626,Store_19,Sherwani,Winter,4148,0.26,7,3,0
Item_1627,Store_3,Kurta,Winter,1244,0.01,86,5,1
Item_1628,Store_15,Saree,Summer,3625,0.13,106,5,1
Item_1629,Store_1,Lehenga,Summer,4849,0.26,11,9,1
Item_1630,Store_7,Kurta,Summer,8737,0.29,101,2,0
Item_1631,Store_12,Saree,Festive,9333,0.46,10,7,1
Item_1632,Store_17,Kurta,Festive,1892,0.32,86,5,1
Item_1633,Store_20,Kurta,Summer,6487,0.21,49,6,1
Item_1634,Store_5,Saree,Winter,8251,0.47,90,4,0
Item_1635,Store_4,Kurta,Summer,8310,0.39,119,5,1
Item_1636,Store_12,Kurta,Festive,3399,0.1,43,6,1
Item_1637,Store_20,Lehenga,Winter,5640,0.07,55,10,1
Item_1638,Store_18,Saree,Festive,3960,0.34,13,7,1
Item_1639,Store_17,Saree,Winter,8325,0.28,103,2,0
Item_1640,Store_19,Sherwani,Festive,2469,0.39,27,7,1
Item_1641,Store_9,Kurta,Winter,4374,0.37,16,5,1
Item_1642,Store_4,Lehenga,Winter,9847,0.31,92,9,1
Item_1643,Store_2,Kurta,Winter,9234,0.49,66,4,0
Item_1644,Store_4,Kurta,Winter,8923,0.27,118,7,1
Item_1645,Store_2,Sherwani,Wedding,6122,0.06,108,3,0
Item_1646,Store_15,Kurta,Festive,6387,0.41,77,7,1
Item_1647,Store_2,Lehenga,Festive,8631,0.13,81,6,1
Item_1648,Store_4,Lehenga,Wedding,8226,0.39,44,3,0
Item_1649,Store_6,Sherwani,Winter,6108,0.48,58,5,1
Item_1650,Store_7,Kurta,Winter,3224,0.35,110,4,0
Item_1651,Store_10,Lehenga,Festive,3110,0.3,85,7,1
Item_1652,Store_19,Kurta,Wedding,1957,0.23,11,6,1
Item_1653,Store_19,Kurta,Winter,8146,0.18,21,3,0
Item_1654,Store_12,Kurta,Winter,1560,0.18,54,3,0
Item_1655,Store_3,Sherwani,Winter,8413,0.32,28,2,0
Item_1656,Store_13,Kurta,Summer,2312,0.38,6,6,1
Item_1657,Store_18,Lehenga,Wedding,2821,0.34,103,5,1
Item_1658,Store_8,Kurta,Winter,6646,0.1,96,6,1
Item_1659,Store_15,Lehenga,Summer,5945,0.25,87,5,1
Item_1660,Store_1,Kurta,Wedding,6374,0.4,37,6,1
Item_1661,Store_3,Lehenga,Winter,3651,0.24,25,3,0
Item_1662,Store_8,Lehenga,Festive,5701,0.27,78,5,1
Item_1663,Store_4,Kurta,Summer,3877,0.39,57,8,1
Item_1664,Store_16,Kurta,Summer,6582,0.33,50,6,1
Item_1665,Store_10,Lehenga,Winter,6390,0.2,49,4,0
Item_1666,Store_12,Saree,Winter,5083,0.45,13,4,0
Item_1667,Store_14,Sherwani,Summer,1745,0.08,106,2,0
Item_1668,Store_14,Saree,Festive,9749,0.5,10,6,1
Item_1669,Store_2,Saree,Festive,1941,0.06,55,10,1
Item_1670,Store_5,Kurta,Wedding,5023,0.01,110,5,1
Item_1671,Store_5,Sherwani,Winter,3296,0.45,39,3,0
Item_1672,Store_6,Saree,Festive,1939,0.12,86,7,1
Item_1673,Store_13,Kurta,Wedding,2610,0.36,57,6,1
Item_1674,Store_9,Saree,Festive,7300,0.41,23,5,1
Item_1675,Store_15,Saree,Winter,2725,0.43,73,6,1
Item_1676,Store_14,Kurta,Wedding,9853,0.5,29,1,0
Item_1677,Store_7,Kurta,Wedding,8187,0.15,15,5,1
Item_1678,Store_20,Kurta,Wedding,1032,0.36,78,4,0
Item_1679,Store_2,Sherwani,Festive,6985,0.06,21,9,1
Item_1680,Store_7,Saree,Winter,4414,0.2,40,9,1
Item_1681,Store_6,Kurta,Wedding,2156,0.42,94,6,1
Item_1682,Store_17,Lehenga,Summer,4126,0.18,99,9,1
Item_1683,Store_2,Saree,Winter,9252,0.3,100,7,1
Item_1684,Store_3,Lehenga,Summer,2543,0.25,25,2,0
Item_1685,Store_5,Sherwani,Summer,1271,0.32,22,3,0
Item_1686,Store_5,Kurta,Wedding,6295,0.49,64,4,0
Item_1687,Store_1,Lehenga,Wedding,5076,0.03,22,5,1
Item_1688,Store_8,Sherwani,Festive,6902,0.29,5,8,1
Item_1689,Store_12,Kurta,Festive,3709,0.43,18,4,0
Item_1690,Store_4,Lehenga,Festive,6221,0.24,12,4,0
Item_1691,Store_13,Lehenga,Winter,9529,0.04,70,4,0
Item_1692,Store_15,Sherwani,Festive,7722,0.28,55,3,0
Item_1693,Store_11,Kurta,Summer,9201,0.17,83,2,0
Item_1694,Store_10,Kurta,Festive,5144,0.08,64,5,1
